Interaction;Value;Percentage_Contribution
bearish_asc_dsc_ratio <-> asymetrie_volume;0.0000;0.0000
bearish_asc_dsc_ratio <-> VolBlw_vol_ratio;0.0000;0.0000
bearish_asc_dsc_ratio <-> VolAbv_vol_ratio;0.0000;0.0000
bearish_asc_dsc_ratio <-> pocDeltaPocVolRatio;0.0000;0.0000
bearish_asc_dsc_ratio <-> VolPocVolCandleRatio;0.0000;0.0000
bearish_asc_dsc_ratio <-> cumDiffVolDeltaRatio;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_asc_dsc_ratio <-> ratioDeltaAbv;0.0000;0.0000
bearish_asc_dsc_ratio <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_asc_dsc_ratio <-> ratioDeltaBlw;0.0000;0.0000
bearish_asc_dsc_ratio <-> bullish_ask_bid_ratio;0.0000;0.0000
bearish_asc_dsc_ratio <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_asc_dsc_ratio <-> bullish_reversal_force;0.0000;0.0000
bearish_asc_dsc_ratio <-> bearish_reversal_force;0.0000;0.0000
bearish_asc_dsc_ratio <-> is_in_range_5_23;0.0000;0.0000
bearish_asc_dsc_ratio <-> is_in_range_10_32;0.0000;0.0000
bearish_asc_dsc_ratio <-> range_strength_5_23;0.0000;0.0000
bearish_asc_dsc_ratio <-> range_strength_10_32;0.0000;0.0000
bearish_asc_dsc_ratio <-> market_regimeADX;0.0000;0.0000
bearish_asc_dsc_ratio <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bearish_asc_dsc_ratio <-> poc_diff_11P_21P;0.0000;0.0000
bearish_asc_dsc_ratio <-> perctBB;0.0000;0.0000
bearish_asc_dsc_ratio <-> atr;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_zone_significance_bullish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> absorption_intensity_repeat_bullish_vol;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_big_trade_ratio2_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_big_trade_ratio2_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_absorption_ratio;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_absorption_ratio;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_asc_dsc_comparison_bullish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_ask_bid_imbalance_bullish;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_dsc_ratio_bullish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> count_blw_tot_ratio;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_asc_ratio_bullish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_asc_dsc_comparison_bearish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_ask_bid_imbalance_bearish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_zone_significance_bearish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_extrem_dsc_ratio_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> extrem_asc_ratio_bearish_extrem;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_imbalance_evolution;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> count_abv_tot_ratio;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceClosePoc_0_4;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceCloseVWAP;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffLowPrice_0_5;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffLowPrice_0_4;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffLowPrice_0_3;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffLowPrice_0_2;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffLowPrice_0_1;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffHighPrice_0_5;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffHighPrice_0_4;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffHighPrice_0_3;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffHighPrice_0_2;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffHighPrice_0_1;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceClosePoc_0_5;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceClosePoc_0_3;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> vol_volatility_score;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceClosePoc_0_2;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceClosePoc_0_1;0.0000;0.0000
bearish_asc_dsc_ratio <-> diffPriceClosePoc_0_0;0.0000;0.0000
bearish_asc_dsc_ratio <-> candleSizeTicks;0.0000;0.0000
bearish_asc_dsc_ratio <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_combined_pressure;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_combined_pressure;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_market_context_score;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_market_context_score;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bullish_absorption_score;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> bearish_absorption_score;0.0000;0.0000
bullish_big_trade_imbalance_extrem <-> price_volume_dynamic;0.0000;0.0000
bearish_big_trade_ratio_extrem <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_big_trade_ratio_extrem <-> ratioDeltaBlw;0.0000;0.0000
bearish_extrem_vs_rest_activity_extrem <-> extrem_dsc_ratio_bullish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> count_abv_tot_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_dsc_dynamics;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_asc_dynamics;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_asc_dsc_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_dsc_dynamics;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_repeat_ticks_ratio_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_repeat_ticks_ratio_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_continuation_vs_reversal_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_extrem_vs_rest_activity_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_bigStand_abs_diff_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_bidBigStand_abs_ratio_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_askBigStand_abs_ratio_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_bigStand_abs_diff_abv;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_imbalance_evolution;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_zone_significance_bullish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> count_AbvBlw_asym_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_repeatAskBid_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_repeatAskBid_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_absorption_intensity_repeat_count;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> absorption_intensity_repeat_bearish_vol;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_big_trade_ratio2_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_big_trade_ratio2_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_absorption_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_absorption_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_asc_dsc_comparison_bullish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_ask_bid_imbalance_bullish;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_dsc_ratio_bullish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_asc_ratio_bullish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_asc_dsc_comparison_bearish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_ask_bid_imbalance_bearish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_zone_significance_bearish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_extrem_dsc_ratio_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> extrem_asc_ratio_bearish_extrem;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_asc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_imbalance_evolution;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_dsc_ask_bid_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_asc_ask_bid_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_dsc_ask_bid_delta_imbalance;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_bidBigStand_abs_ratio_abv;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_askBigStand_abs_ratio_abv;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_abs_diff_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> is_in_range_5_23;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> asymetrie_volume;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> VolBlw_vol_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> pocDeltaPocVolRatio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> VolPocVolCandleRatio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> ratioDeltaAbv;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> ratioDeltaBlw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_ask_bid_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_ask_bid_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_reversal_force;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_reversal_force;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> is_in_range_10_32;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_ask_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> range_strength_10_32;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> market_regimeADX;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_11P_21P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_6P_21P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_6P_16P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> poc_diff_6P_11P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> VolCandleMeanxRatio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_bid_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_bid_abs_ratio_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_low_0;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_ask_abs_ratio_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_abs_diff_abv;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> finished_auction_low;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> finished_auction_high;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> imbalance_score_high;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> imbalance_score_low;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_high_3;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_high_2;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_high_1;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_low_2;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bear_imbalance_low_1;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bull_imbalance_high_2;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_ask_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bull_imbalance_high_1;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bull_imbalance_high_0;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bull_imbalance_low_3;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bull_imbalance_low_2;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bull_imbalance_low_1;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_imnbScore_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_bid_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_ask_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_imnbScore_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_bid_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_ask_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_bid_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> count_blw_tot_ratio;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> vol_volatility_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_bigStand_abs_diff_blw;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> price_volume_dynamic;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_bid_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_ask_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_bid_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_ask_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_bid_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_ask_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> VolCandleMeanxRatio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> asymetrie_volume;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> VolBlw_vol_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> VolAbv_vol_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> pocDeltaPocVolRatio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> VolPocVolCandleRatio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> cumDiffVolDeltaRatio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffVolDelta_0_1Ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffVolCandle_0_1Ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> ratioDeltaAbv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> ratioDeltaBlw;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_ask_bid_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_ask_bid_ratio;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_reversal_force;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_reversal_force;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> is_in_range_5_23;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> is_in_range_10_32;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> range_strength_5_23;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> range_strength_10_32;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> market_regimeADX;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_ratio_11P_21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_imnbScore_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_ask_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_bid_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> imbalance_score_high;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_askBigStand_abs_ratio_blw;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_bigStand_abs_diff_abv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_bidBigStand_abs_ratio_abv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_askBigStand_abs_ratio_abv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_abs_diff_blw;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_bid_abs_ratio_blw;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_ask_abs_ratio_blw;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_abs_diff_abv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_bid_abs_ratio_abv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bearish_ask_abs_ratio_abv;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> finished_auction_low;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> finished_auction_high;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> imbalance_score_low;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bullish_imnbScore_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bear_imbalance_high_3;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bear_imbalance_high_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bear_imbalance_high_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bear_imbalance_low_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bear_imbalance_low_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bear_imbalance_low_0;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bull_imbalance_high_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bull_imbalance_high_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bull_imbalance_high_0;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bull_imbalance_low_3;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bull_imbalance_low_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bull_imbalance_low_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_11P_21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_ratio_6P_21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_6P_21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClosePoc_0_5;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceCloseVWAPbyIndex;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceCloseVWAP;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffLowPrice_0_5;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffLowPrice_0_4;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffLowPrice_0_3;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffLowPrice_0_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffLowPrice_0_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffHighPrice_0_5;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffHighPrice_0_4;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffHighPrice_0_3;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffHighPrice_0_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffHighPrice_0_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClosePoc_0_4;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> bandWidthBB;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClosePoc_0_3;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClosePoc_0_2;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClosePoc_0_1;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClosePoc_0_0;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> candleSizeTicks;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> deltaTimestampOpeningSection1min;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_combined_pressure;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_combined_pressure;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_market_context_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_market_context_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bullish_absorption_score;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> bearish_absorption_score;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> atr;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> perctBB;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_ratio_6P_16P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA16PvaL;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_6P_16P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_ratio_6P_11P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> poc_diff_6P_11P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_11P_21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_16P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> ratio_delta_vol_VA21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> perct_VA21P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA16PvaH;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> perct_VA6P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA16PPoc;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> ratio_delta_vol_VA16P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> perct_VA16P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA11PvaL;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA11PvaH;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA11PPoc;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> ratio_delta_vol_VA11P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> perct_VA11P;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA6PvaL;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA6PvaH;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> diffPriceClose_VA6PPoc;0.0000;0.0000
bullish_continuation_vs_reversal_extrem <-> ratio_delta_vol_VA6P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> overlap_ratio_VA_6P_11P;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> diffPriceClose_VA21PvaL;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> diffPriceClose_VA21PvaH;0.0000;0.0000
bearish_continuation_vs_reversal_extrem <-> diffPriceClose_VA21PPoc;0.0000;0.0000
bullish_extrem_vs_rest_activity_extrem <-> ratioDeltaBlw;0.0000;0.0000
bullish_extrem_vs_rest_activity_extrem <-> bullish_ask_bid_ratio;0.0000;0.0000
bullish_extrem_vs_rest_activity_extrem <-> bearish_ask_bid_ratio;0.0000;0.0000
bullish_extrem_vs_rest_activity_extrem <-> bullish_reversal_force;0.0000;0.0000
